A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2577,-1.757.795.795,568.332.484,161.059.776,1.393.460.305,2.030.117.291,622.677.951,-1.074.680.749,good
2578,-41.382.648,-1.816.789.517,-210.444.419,1.056.712.171,-22.342.726,2.863.540.356,265.070.336,good
2579,-1.916.705.428,-1.773.344.523,-1.270.688.433,359.605.912,-236.985.675,2.497.780.658,-2.045.905.812,bad
2580,1.123.467.632,-1.824.627.279,-26.979.951,-479.946.033,1.304.339.937,-80.521.152,502.430.498,good
2581,791.671.987,139.390.561,-954.993.855,226.496.149,35.924.481,-730.098.277,-1.217.526.316,bad
2582,-2.974.325.409,-2.772.155.423,1.239.100.894,1.534.510.151,-263.201.334,51.814.294,-1.885.500.472,bad
2583,334.187.826,-1.486.432.296,-21.724.618,2.245.869.353,1.461.702.644,423.954.777,-882.947.341,bad
2584,368.223.175,-477.913.232,-1.224.939.861,1.487.205.152,-661.575.914,-1.025.724.602,253.207.945,good
2585,-2.368.594.187,-1.806.340.604,52.787.353,-612.247.526,-2.761.441.598,-39.332.695,-3.684.284.125,bad
2586,1.061.429.633,-1.050.732.815,-1.253.723.746,747.738.088,2.889.802.748,-1.581.875.593,1.083.694.885,good
2587,-3.563.690.898,1.545.185.599,670.315.279,-149.097.396,-274.674.097,-64.394.384,-3.937.821.417,good
2588,1.320.903.523,1.718.565.301,-2.664.426.772,2.232.305.299,-3.356.672.469,115.905.502,-247.129.927,good
2589,2.474.984.704,511.224.433,-3.914.485.791,629.872.142,477.448.672,12.953.872,-2.894.965.081,bad
2590,50.820.094,-564.487.649,-2.599.424.674,1.696.247.093,198.399.531,584.408.126,335.632.409,bad
2591,1.012.013.179,-344.147.509,-2.407.845.465,1.058.490.246,-474.580.603,889.135.537,-258.188.348,bad
2592,-750.566.623,137.186.503,-1.551.487.944,1.319.963.295,1.215.876.671,1.079.337.143,-1.190.605.373,good
2593,-368.583.457,3.772.235,11.040.448,147.614.631,1.313.983.659,1.041.264.209,-679.285.685,good
2594,-3.197.230.809,-700.181.291,62.501.869,234.324.559,37.137.133,1.625.454.253,-1.369.954.154,bad
2595,1.608.701.278,-587.791.336,668.510.379,-745.884.535,2.742.861.376,-1.878.914.842,780.419.902,good
2596,3.046.144.924,-4.690.724.476,1.912.360.951,3.455.782.612,-1.667.052.551,4.258.164.361,6.004.566.164,good
2597,-839.703.179,-705.504.741,-1.259.576.761,2.232.082.009,-1.205.236.299,-1.404.871.893,48.470.493,good
2598,-896.294.745,-1.361.651.484,-3.418.941.081,1.085.297.563,-2.883.596.741,1.783.203.254,-1.900.758.276,bad
2599,-1.267.688.318,-1.364.850.839,-1.914.994.263,1.406.624.385,141.873.837,1.927.254.944,1.700.165.743,bad
2600,-175.716.491,-231.129.034,-1.709.096.244,2.053.674.951,-1.920.119.955,121.134.783,-2.556.911.326,bad
2601,-2.449.092.967,-449.540.529,-1.090.607.774,523.303.421,1.871.084.977,54.136.392,-1.283.199.906,good
2602,116.793.851,-6.428.075.468,68.601.459,1.245.959.225,1.666.736.281,-1.914.961.964,723.795.542,good
2603,555.370.586,-1.114.110.186,-1.171.770.224,-998.495.945,5.464.513.258,-1.226.259.608,2.652.943.776,bad
2604,-446.196.507,-2.524.046.646,-3.290.392.052,456.225.621,2.693.585.458,3.359.012.021,894.756.027,bad
2605,-991.961.517,-1.709.689.285,-1.439.927.254,1.341.054.779,1.250.828.142,1.360.365.448,3.387.447.604,bad
2606,-4.103.053.877,-1.490.509.462,-335.211.316,-1.590.208.284,767.232.689,4.164.601.849,-2.309.132.459,bad
2607,-395.593.209,3.516.142.427,-40.492.227,-442.341.904,-495.453.259,-68.849.119,-2.046.503.511,good
2608,-1.356.045.747,470.946.074,-1.195.249.891,1.112.279.503,2.172.755.959,780.758.163,200.555.776,bad
2609,-1.767.222.956,-934.013.839,53.109.418,1.025.545.068,1.699.573.369,-1.215.803.832,4.158.394.682,bad
2610,-1.397.972.664,-1.654.158.056,668.320.834,1.457.417.129,1.993.927.088,815.687.079,-2.052.738.211,good
2611,-408.330.803,-295.654.204,-2.009.991.509,513.459.875,-813.593.278,551.774.191,683.851.588,bad
2612,-691.978.981,-727.939.753,731.977.732,-929.683.973,-1.988.977.332,296.597.919,-1.788.673.364,good
2613,-1.758.670.356,-2.463.133.337,-1.973.352.164,1.392.158.608,450.533.769,356.626.377,1.561.226.504,bad
2614,-4.010.839.091,-1.186.687.213,2.204.184.574,-206.534.669,-1.773.724.394,878.357.641,-94.467.615,bad
2615,-26.637.595,-403.571.348,-2.318.025.797,1.562.508.044,3.697.467,1.488.852.179,72.530.064,bad
2616,61.756.939,-803.275.831,-1.585.623.048,-101.708.716,1.668.463.696,-1.021.758.294,2.342.807.242,bad
2617,-265.223.202,-3.232.268.752,1.966.968.017,702.652.113,404.708.656,2.869.246.662,-92.992.357,good
2618,-416.798.641,976.142.114,1.826.983.276,2.333.748.891,3.048.348.776,-4.750.804.863,320.408.054,good
2619,884.917.783,-523.464.577,558.704.461,2.036.824.282,-1.626.659.543,-17.503.158,1.783.110.374,bad
2620,474.491.143,1.411.091.154,-1.752.158.409,1.299.090.803,-1.504.099.733,49.557.837,2.392.864.652,bad
2621,-143.849.124,45.816.205,1.314.236.527,780.238.453,739.541.348,-2.109.372.443,302.839.618,bad
2622,-1.365.908.433,-462.259.054,-4.854.861.307,196.336.299,-2.614.130.827,343.433.887,-2.926.853.781,bad
2623,7.687.153,748.815.643,760.318.243,731.431.196,777.212.565,-2.089.334.648,2.094.503.274,good
2624,-3.408.662.094,-2.561.719.542,-487.317.296,896.557.387,277.734.934,187.999.447,3.778.604.046,bad
2625,-2.386.099.988,-1.611.333.274,2.076.455.983,1.346.120.056,290.659.351,1.240.376.333,50.116.799,good
2626,-1.367.852.841,-17.659.254,820.931.405,1.062.155.907,2.063.021.373,1.760.781.721,271.799.777,good
2627,606.504.135,-140.163.755,591.586.629,2.286.335.458,-193.895.724,-1.264.718.959,-52.342.248,bad
2628,-2.311.307.466,-212.144.373,1.876.618.226,1.902.770.281,-2.325.860.211,-3.077.333.947,1.322.156.035,good
2629,-2.797.505.577,245.841.511,3.292.974.566,-553.624.092,2.576.830.959,-1.517.048.117,-3.806.190.157,good
2630,24.373.787,-1.441.795.114,-2.815.161.788,4.759.772.929,-1.221.851.636,-1.223.276.958,213.071.582,good
2631,1.792.651.291,-35.959.446,-3.347.493.742,-710.611.793,3.067.666.128,16.204.302,681.981.804,bad
2632,2.873.902.014,-4.183.853.051,1.027.657.293,-1.754.543.032,3.412.152.843,-253.323.705,3.206.656.298,good
2633,-1.702.805.635,-9.829.416,1.683.177.037,2.360.648.269,-1.154.850.224,1.481.467.282,268.483.651,bad
2634,806.942.682,-1.382.541.487,228.018.379,1.828.640.997,-500.325.906,167.034.233,1.629.186.243,good
2635,374.261.111,-795.522.464,531.780.191,978.175.678,656.671.348,-947.167.187,-1.094.727.349,bad
2636,-1.986.056.621,-2.480.528.109,4.129.875.711,625.493.279,1.046.911.625,1.037.998.311,22.945.313,good
2637,-1.185.343.007,-2.153.863.533,697.222.872,1.323.673.063,4.409.921.818,631.300.219,-3.432.184.357,good
2638,2.239.737.655,-3.713.459.301,-4.520.489.982,259.417.232,1.142.987.334,4.106.298.709,-1.525.738.047,bad
2639,679.838.911,1.595.182.122,-1.145.147.587,2.641.587.867,-1.166.639.399,-697.545.699,3.488.602.631,bad
2640,-2.358.587.633,1.643.364.859,-216.223.169,-288.565.012,661.950.069,2.513.490.833,680.343.871,bad
2641,-863.402.092,-161.536.957,-492.357.559,-453.747.615,-2.708.934.444,744.434.665,-347.664.165,bad
2642,5.074.031.494,-3.732.877.061,-2.227.816.231,1.443.563.578,2.944.313.608,919.064.941,7.241.907,good
2643,1.046.239.637,496.004.427,-10.993.244,-1.033.065.853,386.916.369,-108.155.574,316.697.285,good
2644,-2.635.000.425,-3.446.089.487,344.271.425,313.967.126,-2.382.391.716,775.201.206,-4.436.004.418,bad
2645,-863.032.499,-349.711.418,-116.755.233,2.901.152.919,-73.192.536,142.795.157,1.040.265.446,bad
2646,-1.377.586.169,-292.062.501,477.852.057,1.366.838.467,1.094.184.625,-312.584.943,-3.807.170.335,good
2647,2.647.635.514,-2.915.323.476,-3.768.891.088,956.051.067,1.538.985.825,2.483.409.929,-990.261.265,bad
2648,-874.039.998,-962.202.731,-286.629.621,438.800.147,-1.683.865.766,29.899.352,-1.413.254.569,bad
2649,1.233.348.216,-112.092.188,-315.945.459,-45.714.601,3.124.290.981,-224.951.622,1.754.105.271,bad
2650,484.333.149,-2.061.829.662,-4.206.975.727,458.725.471,2.615.037.251,4.207.276.938,608.727.066,bad
2651,584.906.718,-1.600.059.756,-2.369.101.903,623.789.268,-2.004.661.483,764.568.082,-651.763.831,good
2652,539.205.193,1.388.178.569,-5.118.947.886,1.373.393.912,-2.120.745.498,1.542.073.973,-1.894.868.531,good
2653,-666.975.893,7.604.749,-2.397.827.263,1.243.343.681,-833.179.684,327.403.773,-1.073.303.814,bad
2654,2.041.429.366,1.742.685,-3.145.800.733,148.266.775,3.927.164.461,171.786.309,-137.682.618,bad
2655,-585.303.625,-2.347.457.288,443.279.128,643.586.138,-1.809.371.833,2.324.649.178,-426.531.147,bad
2656,-925.755.773,-249.644.664,-3.634.604.593,-1.078.348.159,-1.036.011.577,3.403.558.379,-1.562.123.182,bad
2657,-495.101.142,-421.045.996,264.109.831,295.674.955,2.022.735.506,1.070.498.218,-40.585.042,good
2658,-4.411.655.021,2.702.494.166,-708.549.321,-2.162.583.907,-66.496.194,751.172.562,-132.407.603,good
2659,-1.480.046.288,-326.744.146,-1.453.040.536,898.154.926,137.299.233,762.386.529,1.223.084.441,bad
2660,749.941.848,-2.590.200.267,-1.227.472.164,322.952.077,-1.046.932.605,-30.210.722,2.190.636.353,bad
2661,-1.152.540.087,-172.658.156,108.166.227,-721.117.082,3.427.003.943,-698.614.968,5.125.138.503,bad
2662,53.877.598,-4.334.066.961,-515.159.177,157.783.307,-5.551.168.332,-360.176.206,-4.904.935.908,bad
2663,-871.054.967,-312.731.958,-929.130.782,1.307.018.672,258.441.677,2.015.888.942,-424.229.645,good
2664,-1.259.216.842,-152.855.527,-965.644.643,1.120.768.793,2.907.609.602,371.965.415,-3.239.964.661,good
2665,-166.697.223,-1.631.098.312,2.358.814.663,38.298.306,3.665.320.363,-897.723.351,-436.005.947,good
2666,-3.697.842.242,-497.699.424,2.251.603.384,-1.069.921.403,791.398.238,1.520.628.766,1.045.148.744,good
2667,-1.607.016.245,822.575.492,-1.386.923.069,2.663.837.916,-3.312.647.809,-164.507.612,-211.490.845,good
2668,-2.992.059.083,-1.844.290.646,4.023.932.129,286.137.765,2.101.855.679,-66.838.724,-3.671.779.429,good
2669,166.336.117,-624.716.996,-1.743.974.953,-354.727.039,2.880.881.402,-736.592.575,1.827.255.633,bad
2670,-819.008.686,-780.292.148,2.022.567.305,1.394.313.205,-903.509.093,1.655.351.353,121.299.242,good
2671,-3.844.133.631,-2.729.137.977,-812.468.412,1.390.671.377,1.839.131.553,5.411.911.289,1.006.877.454,bad
2672,-2.713.892.507,-934.109.074,64.536.231,1.392.949.887,308.389.532,1.732.371.296,416.518.576,bad
2673,927.877.929,-1.522.497.351,-97.823.647,3.204.149.886,-4.756.731.288,-1.669.292.761,-342.965.528,bad
2674,-553.000.097,514.036.645,-753.822.328,2.303.533.113,1.941.922.605,-348.784.464,-280.116.277,good
2675,-2.362.907.172,-458.136.841,1.884.846.934,2.491.170.628,969.093.571,-194.277.004,1.921.861.905,bad
2676,-6.710.168.902,1.035.162.709,-443.712.529,-1.155.560.379,25.260.252,3.678.177.882,-82.028.043,bad
2677,-99.710.745,-2.385.246.386,-2.422.588.717,-756.712.088,4.433.900.173,2.432.464.583,1.691.025.405,bad
2678,-1.341.868.724,-852.074.123,-1.929.856.248,626.176.678,3.637.453.665,1.476.374.764,3.460.221.928,bad
2679,51.800.242,-1.314.066.494,37.133.775,-241.355.769,4.457.239.246,-2.521.056.614,-131.740.779,good
2680,360.016.279,-1.726.364.861,-149.159.705,-1.104.024.596,3.719.409.541,-1.456.234.662,1.161.389.507,good
2681,761.819.453,-3.177.292.315,225.598.581,139.053.255,-309.898.671,2.555.685.171,-147.493.032,good
2682,-2.067.648.982,-578.435.808,-655.564.644,1.870.797.881,-733.487.602,1.651.335.948,-1.527.393.023,bad
2683,685.921.451,234.625.996,200.581.938,136.437.795,1.561.302.534,-1.405.800.916,2.287.287.185,good
2684,-828.180.669,-1.876.501.083,-2.503.246,35.258.093,2.631.972.394,684.061.244,374.344.641,good
2685,-3.295.368.231,-727.647.382,2.064.442.442,-763.051.428,710.397.744,1.003.524.759,-1.059.747.757,good
2686,2.298.925.269,-1.350.163.585,-649.910.488,-1.438.298.417,2.256.085.361,358.693.871,1.753.576.087,good
2687,171.377.231,-3.247.276.583,1.492.486.574,465.715.945,-454.654.045,-147.997.262,-247.195.567,bad
2688,-1.157.332.845,-2.950.189.475,-1.413.115.932,1.130.505.099,-921.642.786,3.439.030.927,-1.785.736.934,bad
2689,-2.271.202.568,568.275.222,1.418.825.103,2.207.210.857,1.321.750.689,-341.915.044,925.927.314,good
2690,-3.394.366.903,-1.414.298.254,-1.312.896.644,1.102.758.093,-103.618.875,3.000.842.977,922.163.803,bad
2691,-4.122.995.743,-4.098.127.683,6.374.915.513,467.545.479,2.835.062.913,-33.644.327,-1.244.418.116,good
2692,-1.336.614.769,-953.664.344,-335.851.672,1.314.613.381,885.873.038,1.376.948.966,643.951.904,bad
2693,-493.533.401,-282.383.958,677.017.071,1.642.501.476,-2.889.236.048,-226.277.913,-2.589.271.476,bad
2694,2.839.617.992,747.720.396,-1.026.055.396,-709.875.681,431.186.284,970.474.653,3.604.999.027,good
2695,1.555.363.163,845.308.383,-1.267.962.187,-32.100.313,1.651.267.005,-294.414.719,-595.644.653,bad
2696,132.433.283,-3.076.950.313,72.353.195,-397.727.956,3.829.650.618,-1.555.760.328,1.665.924.398,good
2697,-4.164.422,-830.727.539,608.911.105,270.528.199,4.540.052.797,-1.636.926.138,2.803.937.963,bad
2698,702.830.698,108.276.114,-774.066.876,1.137.390.792,-746.240.804,-230.559.006,2.708.657.416,bad
2699,-3.781.481.486,-1.136.858.431,4.467.151.151,-91.726.129,80.974.699,5.770.472,-1.410.296.641,good
2700,1.229.816.843,-2.078.145.414,-186.557.125,1.200.406.737,4.080.649.952,-2.392.769.157,2.518.020.811,good
2701,1.079.799.917,-988.307.049,-411.346.386,1.814.925.328,-1.571.417.811,-689.969.668,549.905.438,bad
2702,3.436.588.668,-789.016.575,-72.497.271,-175.611.649,2.961.983.834,-290.080.505,1.817.069.571,good
2703,-1.129.248.487,-2.665.772.074,3.417.096.388,-663.709.232,-793.826.028,29.810.239,-1.448.802.504,good
2704,1.738.828.627,1.450.913.842,1.738.736.146,-119.160.495,2.636.391.437,-2.286.510.862,4.263.594.155,good
2705,-3.013.930.597,-2.124.815.524,-1.216.383.517,1.796.155.262,-434.782.869,266.586.226,2.719.665.829,bad
2706,1.891.041.707,-1.055.801.275,1.038.095.666,3.356.274.707,-2.054.463.782,-3.720.187.656,-139.888.201,bad
2707,1.816.524.823,-1.237.189.038,-796.433.542,1.847.593.269,-4.904.896.158,-573.422.548,1.024.242.635,bad
2708,-2.608.909.791,-1.871.446.539,3.468.565.262,783.995.886,1.420.708.508,52.558.978,-88.752.163,good
2709,-1.913.584.646,-974.392.261,3.150.878.268,19.294.069,1.215.521.536,32.102.325,1.599.886.607,bad
2710,1.221.014.255,-1.226.663.418,-1.840.729.955,1.196.333.107,1.404.878.588,-514.063.959,1.018.572.989,bad
2711,264.543.326,-3.494.726.031,3.817.398.301,-822.785.222,-799.215.235,2.580.769.523,-26.114.955,good
2712,833.656.982,323.621.627,-1.529.965.813,1.357.275.217,-2.954.917.222,9.777.416,-739.283.923,good
2713,1.226.203.325,-1.020.326.396,-1.333.379.827,3.025.561.117,-2.504.680.702,-1.840.986.463,-801.434.151,bad
2714,-669.438.376,-1.856.203.653,-952.867.409,200.645.513,-874.477.548,1.616.616.853,-747.510.868,bad
2715,2.127.647.133,-25.738.768,-1.576.992.106,238.847.903,3.979.118.085,-103.594.815,491.079.485,good
2716,-1.620.584.591,1.691.548.144,-562.236.282,-845.821.479,363.113.595,3.738.410.337,3.620.053.885,bad
2717,876.574.107,1.098.908.059,-2.342.391.546,3.372.499.496,1.419.203.038,-1.866.150.256,803.956.698,good
2718,864.548.396,-1.108.391.207,-3.002.650.413,660.961.123,384.842.613,2.986.851.251,-3.066.802.416,bad
2719,-240.053.078,754.883.346,1.305.806.173,693.562.703,-1.642.801.341,-184.951.927,271.103.408,good
2720,-389.887.709,-499.375.238,-1.137.004.986,1.956.414.813,-2.998.363.253,647.997.614,1.124.935.316,bad
2721,1.818.082.479,-2.793.261.317,379.520.576,-2.346.182.918,3.880.828.203,-58.818.278,2.755.812.939,good
2722,283.243.486,-1.645.347.912,-1.438.196.387,1.097.949.949,-2.676.386.764,1.952.501.478,-240.177.877,bad
2723,3.466.633,-273.004.692,1.869.936.884,-219.807.013,2.112.473.057,-1.928.548.135,195.499.173,good
2724,-3.145.735.597,-1.499.718.002,1.346.765.633,35.805.594,2.437.024.793,530.082.467,-3.102.236.247,bad
2725,-891.537.464,-1.637.362.297,1.380.249.975,-688.155.886,-369.278.039,1.904.997.195,-1.664.081.084,good
2726,1.673.600.972,-2.944.650.221,-808.786.918,-347.025.265,-2.738.148.845,2.044.294.982,-1.936.085.259,bad
2727,-821.107.208,-1.529.110.564,-1.028.906.111,4.658.227.028,2.282.931.603,-42.078.733,-728.537.862,good
2728,-2.499.468.113,-1.407.142.734,2.724.377.518,-1.088.259.172,822.548.502,1.033.765.966,-1.609.770.097,bad
2729,40.653.955,-355.053.312,-1.430.205.204,1.661.561.304,-1.733.064.905,767.835.792,-37.030.521,bad
2730,-3.075.829.763,941.047.814,507.087.547,-284.778.143,609.006.305,1.950.091.529,1.453.685.894,bad
2731,-514.301.592,-278.214.336,3.145.282.322,1.693.096.508,931.536.359,1.033.343.098,-458.505.316,good
2732,1.129.720.039,121.569.397,356.868.221,893.844.399,2.020.415.326,-2.182.337.417,1.264.944.552,good
2733,-579.212.794,454.414.843,-493.327.192,228.673.565,-1.589.796.297,2.871.864.974,-852.910.474,bad
2734,-2.703.804.778,-726.199.855,1.998.402.478,905.004.713,-96.595.826,726.881.392,248.189.198,good
2735,-240.348.537,-2.746.882.374,630.764.366,1.020.847.964,446.134.775,2.169.370.072,-494.913.274,good
2736,-3.023.518.005,788.435.082,-464.986.427,1.197.576.895,-1.939.371.939,421.798.538,914.096.944,bad
2737,-1.526.648.293,1.079.435.328,-150.570.029,2.260.794.179,325.322.346,244.583.154,-331.566.813,bad
2738,-1.037.494.783,-62.402.671,-1.866.294.765,633.535.979,-2.463.857.324,-567.371.555,-2.448.352.787,bad
2739,-3.695.590.975,-2.613.387.009,-1.579.767.688,-944.409.442,-1.343.096.188,4.545.995.917,-3.171.785.929,bad
2740,-111.685.242,489.788.153,-333.828.356,-1.265.074.683,343.857.285,1.031.915.659,-4.865.749.521,good
2741,-102.820.592,-2.076.432.052,-826.678.404,-155.769.471,-236.737.829,317.285.999,-2.796.362.372,bad
2742,330.614.771,-125.896.204,-1.618.171.686,2.971.416.483,599.418.255,807.998.174,-1.618.615.272,good
2743,-588.356.374,-727.960.073,498.920.559,-80.377.738,1.597.743.232,313.575,-1.716.680.472,bad
2744,-1.210.278.046,-1.877.977.297,-837.016.593,1.916.409.607,1.866.807.943,1.752.718.605,1.512.497.334,bad
2745,-4.703.583.248,-233.748.205,1.500.172.212,374.014.909,233.645.078,-1.571.268.893,6.348.869.952,bad
2746,723.156.342,-319.176.182,2.189.021.799,2.055.192.097,1.412.851.207,1.351.697.349,-831.599.748,good
2747,306.668.641,-74.368.876,1.136.883.771,1.260.162.577,1.445.847.734,-621.493.705,-93.849.036,bad
2748,1.255.845.228,5.443.821,-64.528.722,2.248.842.885,-178.882.617,-1.553.498.766,1.475.863.572,good
2749,-1.724.211.653,-2.718.442.439,-1.696.020.894,1.420.711.182,835.122.473,3.253.578.942,248.881.195,bad
2750,-106.778.098,-687.581.448,-784.122.432,3.106.323.272,853.382.191,2.616.048.211,1.422.806.645,good
2751,2.056.736.342,-1.764.832.269,-2.377.774.494,3.139.775.347,-197.210.389,44.725.112,-1.941.251.654,good
2752,-3.440.622,-1.091.658.429,954.094.058,2.010.807,252.780.324,-763.178.191,-3.088.289,bad
2753,-1.579.323.154,-647.852.043,-5.488.749.367,1.956.590.682,-5.452.211.864,2.270.431.653,-916.131,bad
2754,4.240.827.421,-4.468.369.281,-2.421.464.408,-1.062.531.054,2.881.102.067,2.205.907.505,1.189.698.829,good
2755,1.272.624.388,-2.814.026.395,-2.141.309.632,2.636.311.285,-4.422.066.791,337.691.258,-1.540.711.874,bad
2756,-269.074.669,-102.462.755,-2.635.564.439,679.736.123,3.444.699.151,4.714.739.549,-248.249.837,bad
2757,-119.001.868,-2.277.019.069,-1.168.611.262,534.392.404,627.725.067,1.856.832.273,1.317.743.743,bad
2758,-3.615.632.905,-425.489.324,1.209.043.577,515.604.237,1.166.596.006,-1.149.619.057,-2.789.929.031,bad
2759,1.552.914.456,1.914.401.426,-931.410.707,-51.281.541,-58.744.716,112.721.441,555.947.812,good
2760,417.091.912,-311.706.472,-452.094.204,-73.794.036,1.520.290.453,-3.265.195.133,3.856.590.968,bad
2761,237.665.299,311.595.955,-2.538.913.632,2.667.336.844,-340.786.183,-118.155.394,-58.448.189,bad
2762,904.481.111,-4.665.672.995,-597.395.977,1.012.592.539,2.548.649.499,-12.211.089,924.515.772,good
2763,-530.637.076,-556.666.445,1.057.852.318,-442.602.236,-1.852.590.368,-1.650.414.638,-733.235.908,good
2764,-1.471.403.718,265.290.122,-1.353.132.235,924.727.684,-1.717.214.191,114.532.268,437.045.362,bad
2765,-248.245.549,-1.328.074.399,-3.034.864.549,371.972.318,-1.285.891.593,2.161.545.932,-2.334.165.601,bad
2766,-2.181.376.679,-541.304.118,207.148.915,2.838.885.768,328.164.624,1.425.066.661,1.487.473.202,bad
2767,-2.596.229.438,62.915.345,2.885.897.542,154.810.316,-1.400.055.584,-2.251.373.139,1.496.261.501,bad
2768,-397.849.614,-2.048.607.203,537.168.525,1.849.693.739,1.846.125.731,1.027.737.534,-2.092.763.864,good
